Domain;Action;Beta;ValidationPercent;TestdataPercent;TrainingdataPercent;NumProblems;NumusefulActions;NumuselessActions;Vars;Clauses;Body;TpTraining;TnTraining;FpTraining;FnTraining;RecallTraining;PrecisionTraining;TpTest;TnTest;FpTest;FnTest;RecallTest;PrecisionTest;TpValidation;TnValidation;FpValidation;FnValidation;RecallValidation;PrecisionValidation
blocksworld;move_t_to_b;2;0;0.2;0.75;30;562;18640;5;8;6;109;1653;34;2;0.981982;0.762238;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;1;40;735;25785;6;8;6;151;2257;50;2;0.986928;0.751244;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.25;10;169;5871;6;7;7;38;523;9;2;0.95;0.808511;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.5;20;347;12063;5;8;7;74;1073;21;2;0.973684;0.778947;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.75;30;562;18640;6;8;6;109;1653;34;2;0.981982;0.762238;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.5;20;316;12094;6;5;5;70;9700;191;109;0.391061;0.268199;81;19120;195;229;0.26129;0.293478;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.75;30;500;18702;6;5;5;108;15024;293;181;0.373702;0.269327;81;19120;195;229;0.26129;0.293478;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;1;40;735;25785;6;5;5;202;20353;803;242;0.454955;0.200995;67;18979;336;243;0.216129;0.166253;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.25;10;156;5884;6;5;5;58;4499;308;31;0.651685;0.15847;169;18461;854;141;0.545161;0.1652;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.5;20;316;12094;7;5;6;112;9308;583;67;0.625698;0.161151;169;18410;905;141;0.545161;0.157356;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.75;30;500;18702;7;5;6;183;14404;913;106;0.633218;0.166971;172;18464;851;138;0.554839;0.168133;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;1;40;735;25785;7;5;6;224;20187;969;220;0.504505;0.187762;78;18885;430;232;0.251613;0.153543;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.25;10;156;5884;7;5;6;52;4535;272;37;0.58427;0.160494;172;18464;851;138;0.554839;0.168133;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.5;20;316;12094;8;6;7;70;9700;191;109;0.391061;0.268199;81;19120;195;229;0.26129;0.293478;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.75;30;500;18702;8;6;7;183;14404;913;106;0.633218;0.166971;183;18331;984;127;0.590323;0.156812;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;1;40;735;25785;8;6;7;152;20770;386;292;0.342342;0.282528;81;19120;195;229;0.26129;0.293478;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.25;10;156;5884;8;6;7;58;4499;308;31;0.651685;0.15847;169;18461;854;141;0.545161;0.1652;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.5;20;316;12094;9;6;7;70;9700;191;109;0.391061;0.268199;81;19120;195;229;0.26129;0.293478;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.75;30;500;18702;9;6;7;139;14674;643;150;0.480969;0.177749;78;18885;430;232;0.251613;0.153543;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;1;40;735;25785;9;6;7;274;19855;1301;170;0.617117;0.173968;86;18843;472;224;0.277419;0.154122;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.25;10;156;5884;9;6;7;58;4499;308;31;0.651685;0.15847;169;18461;854;141;0.545161;0.1652;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.5;20;316;12094;1;6;8;70;9700;191;109;0.391061;0.268199;81;19120;195;229;0.26129;0.293478;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.75;30;500;18702;1;6;8;184;14385;932;105;0.636678;0.164875;179;18378;937;131;0.577419;0.160394;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;1;40;735;25785;1;6;8;274;19855;1301;170;0.617117;0.173968;86;18843;472;224;0.277419;0.154122;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.25;10;156;5884;1;6;8;53;4526;281;36;0.595506;0.158683;169;18410;905;141;0.545161;0.157356;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.5;20;316;12094;1;6;8;0;9891;0;179;0;0;81;19120;195;229;0.26129;0.293478;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.75;30;500;18702;1;6;8;0;15317;0;289;0;0;179;18378;937;131;0.577419;0.160394;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;1;40;735;25785;1;6;8;0;21156;0;444;0;0;86;18843;472;224;0.277419;0.154122;0;0;0;0;0;0
blocksworld;move_b_to_b;2;0;0.2;0.25;10;156;5884;1;6;8;0;4807;0;89;0;0;169;18410;905;141;0.545161;0.157356;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.5;20;316;12094;5;5;5;62;1083;25;0;1;0.712644;55;1473;29;8;0.873016;0.654762;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.75;30;500;18702;5;5;5;99;1662;37;0;1;0.727941;57;1477;25;6;0.904762;0.695122;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;1;40;735;25785;5;5;5;138;2270;52;0;1;0.726316;57;1477;25;6;0.904762;0.695122;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.25;10;156;5884;5;5;5;32;525;15;0;1;0.680851;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.5;20;316;12094;6;5;6;62;1083;25;0;1;0.712644;55;1473;29;8;0.873016;0.654762;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.75;30;500;18702;6;5;6;99;1662;37;0;1;0.727941;57;1477;25;6;0.904762;0.695122;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;1;40;735;25785;6;5;6;138;2270;52;0;1;0.726316;57;1477;25;6;0.904762;0.695122;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.25;10;156;5884;6;5;6;32;526;14;0;1;0.695652;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.5;20;316;12094;7;6;7;62;1083;25;0;1;0.712644;55;1473;29;8;0.873016;0.654762;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.75;30;500;18702;7;6;7;99;1662;37;0;1;0.727941;55;1473;29;8;0.873016;0.654762;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;1;40;735;25785;7;6;7;138;2270;52;0;1;0.726316;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.25;10;156;5884;7;6;7;32;526;14;0;1;0.695652;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.5;20;316;12094;8;6;7;62;1082;26;0;1;0.704545;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.75;30;500;18702;8;6;7;99;1662;37;0;1;0.727941;57;1477;25;6;0.904762;0.695122;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;1;40;735;25785;8;6;7;138;2270;52;0;1;0.726316;57;1477;25;6;0.904762;0.695122;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.25;10;156;5884;8;6;7;32;525;15;0;1;0.680851;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.5;20;316;12094;9;6;8;62;1083;25;0;1;0.712644;55;1473;29;8;0.873016;0.654762;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.75;30;500;18702;9;6;8;99;1661;38;0;1;0.722628;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;1;40;735;25785;9;6;8;138;2269;53;0;1;0.722513;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.25;10;156;5884;9;6;8;32;525;15;0;1;0.680851;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.5;20;316;12094;1;7;9;62;1082;26;0;1;0.704545;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.75;30;500;18702;1;7;9;99;1661;38;0;1;0.722628;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;1;40;735;25785;1;7;9;138;2269;53;0;1;0.722513;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_b_to_t;2;0;0.2;0.25;10;156;5884;1;7;9;32;525;15;0;1;0.680851;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.5;20;316;12094;5;5;5;73;1071;24;2;0.973333;0.752577;59;1473;29;4;0.936508;0.670455;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.75;30;500;18702;5;5;5;110;1649;37;2;0.982143;0.748299;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;1;40;735;25785;5;5;5;151;2257;50;2;0.986928;0.751244;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.25;10;156;5884;5;5;5;33;525;12;2;0.942857;0.733333;59;1473;29;4;0.936508;0.670455;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.5;20;316;12094;6;5;6;73;1070;25;2;0.973333;0.744898;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.75;30;500;18702;6;5;6;110;1649;37;2;0.982143;0.748299;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;1;40;735;25785;6;5;6;151;2257;50;2;0.986928;0.751244;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.25;10;156;5884;6;5;6;33;523;14;2;0.942857;0.702128;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.5;20;316;12094;7;6;7;73;1070;25;2;0.973333;0.744898;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.75;30;500;18702;7;6;7;110;1649;37;2;0.982143;0.748299;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;1;40;735;25785;7;6;7;151;2257;50;2;0.986928;0.751244;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.25;10;156;5884;7;6;7;33;523;14;2;0.942857;0.702128;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.5;20;316;12094;8;6;7;73;1070;25;2;0.973333;0.744898;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.75;30;500;18702;8;6;7;110;1649;37;2;0.982143;0.748299;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;1;40;735;25785;8;6;7;151;2257;50;2;0.986928;0.751244;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.25;10;156;5884;8;6;7;33;523;14;2;0.942857;0.702128;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.5;20;316;12094;9;6;8;73;1070;25;2;0.973333;0.744898;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.75;30;500;18702;9;6;8;110;1649;37;2;0.982143;0.748299;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;1;40;735;25785;9;6;8;151;2257;50;2;0.986928;0.751244;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.25;10;156;5884;9;6;8;33;523;14;2;0.942857;0.702128;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.5;20;316;12094;1;7;9;73;1070;25;2;0.973333;0.744898;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.75;30;500;18702;1;7;9;110;1649;37;2;0.982143;0.748299;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;1;40;735;25785;1;7;9;151;2257;50;2;0.986928;0.751244;63;1472;30;0;1;0.677419;0;0;0;0;0;0
blocksworld;move_t_to_b;2;0;0.2;0.25;10;156;5884;1;7;9;33;523;14;2;0.942857;0.702128;63;1472;30;0;1;0.677419;0;0;0;0;0;0
